Seat;Full Name;Title;Start Year;End Year;Profession;VIAF id;VIAF URL;Wikipedia URL;Full Name Wikipage;Notes
8;Pierre Paul Royer-Collard;;1827;1845;politician;9956643;http://viaf.org/viaf/9956643;http://en.wikipedia.org/wiki/Pierre_Paul_Royer-Collard;Pierre_Paul_Royer-Collard;
8;Charles de RŽmusat;;1846;1875;politician and philosopher;73859129;http://viaf.org/viaf/73859129;http://en.wikipedia.org/wiki/Charles_de_R%C3%A9musat;Charles_de_RŽmusat;
8;Jules Simon;;1875;1896;politician and philosopher;54154379;http://viaf.org/viaf/54154379;http://en.wikipedia.org/wiki/Jules_Simon;Jules_Simon;
8;Adrien Albert Marie de Mun;;1897;1914;politician and soldier;24605699;http://viaf.org/viaf/24605699;http://en.wikipedia.org/wiki/Adrien_Albert_Marie_de_Mun;Adrien_Albert_Marie_de_Mun;
8;Alfred-Henri-Marie Baudrillart;;1918;1942;ecclesiastic and historian;24635775;http://viaf.org/viaf/24635775;http://en.wikipedia.org/wiki/Alfred-Henri-Marie_Baudrillart;Alfred-Henri-Marie_Baudrillart;
8;Octave Aubry;;1946;1946;historian and bureaucrat;61541138;http://viaf.org/viaf/61541138;http://en.wikipedia.org/wiki/Octave_Aubry;Octave_Aubry;
8;ƒdouard Herriot;;1946;1957;politician and literary historian;22232729;http://viaf.org/viaf/22232729;http://en.wikipedia.org/wiki/%C3%89douard_Herriot;ƒdouard_Herriot;
8;Jean Rostand;;1959;1977;biologist and philosopher;7396528;http://viaf.org/viaf/7396528;http://en.wikipedia.org/wiki/Jean_Rostand;Jean_Rostand;
8;Michel DŽon;;1978;;novelist;109799565;http://viaf.org/viaf/109799565;http://en.wikipedia.org/wiki/Michel_D%C3%A9on;Michel_DŽon;
9;Nicolas Faret;;1634;1646;poet;10618;http://viaf.org/viaf/10618;http://en.wikipedia.org/wiki/Nicolas_Faret;Nicolas_Faret;
9;Pierre du Ryer;;1646;1658;playwright;12307582;http://viaf.org/viaf/12307582;http://en.wikipedia.org/wiki/Pierre_du_Ryer;Pierre_du_Ryer;
9;CŽsar d'EstrŽes;;1658;1714;ecclesiastic and politician;19668533;http://viaf.org/viaf/19668533;http://en.wikipedia.org/wiki/C%C3%A9sar_d%27Estr%C3%A9es;CŽsar_d'EstrŽes;
9;Victor-Marie d'EstrŽes;;1715;1737;politician and soldier;;;http://en.wikipedia.org/wiki/Victor-Marie_d%27Estr%C3%A9es;Victor-Marie_d'EstrŽes;
9;Charles Armand RenŽ de La TrŽmoille;;1738;1741;aristocrat;56600541;http://viaf.org/viaf/56600541;http://en.wikipedia.org/wiki/Charles_Armand_Ren%C3%A9_de_La_Tr%C3%A9moille;Charles_Armand_RenŽ_de_La_TrŽmoille;
9;Armand de Rohan-Soubise;;1741;1756;ecclesiastic;27055818;http://viaf.org/viaf/27055818;http://en.wikipedia.org/wiki/Cardinal_de_Soubise;Cardinal_de_Soubise;
9;Antoine de Montazet;;1756;1788;ecclesiastic;39368578;http://viaf.org/viaf/39368578;http://en.wikipedia.org/wiki/Antoine_de_Montazet;Antoine_de_Montazet;
9;Stanislas de Boufflers;;1788;1815;poet;36941427;http://viaf.org/viaf/36941427;http://en.wikipedia.org/wiki/Stanislas_de_Boufflers;Stanislas_de_Boufflers;
9;Pierre-Marie-Franois Baour-Lormian;;1815;1854;poet and playwright;46756933;http://viaf.org/viaf/46756933;http://en.wikipedia.org/wiki/Pierre-Marie-Fran%C3%A7ois_Baour-Lormian;Pierre-Marie-Franois_Baour-Lormian;
9;Franois Ponsard;;1855;1867;playwright;71425331;http://viaf.org/viaf/71425331;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Ponsard;Franois_Ponsard;
9;Joseph Autran;;1868;1877;poet;32043307;http://viaf.org/viaf/32043307;http://en.wikipedia.org/wiki/Joseph_Autran;Joseph_Autran;
9;Victorien Sardou;;1877;1908;playwright;17229248;http://viaf.org/viaf/17229248;http://en.wikipedia.org/wiki/Victorien_Sardou;Victorien_Sardou;
9;Marcel PrŽvost;;1909;1941;novelist;68938611;http://viaf.org/viaf/68938611;http://en.wikipedia.org/wiki/Marcel_Pr%C3%A9vost;Marcel_PrŽvost;
9;ƒmile Henriot;;1945;1961;novelist and literary critic;157333;http://viaf.org/viaf/157333;http://en.wikipedia.org/wiki/%C3%89mile_Henriot_(writer);ƒmile_Henriot_(writer);
9;Jean GuŽhenno;;1962;1978;essayist;49226476;http://viaf.org/viaf/49226476;http://en.wikipedia.org/wiki/Jean_Gu%C3%A9henno;Jean_GuŽhenno;
9;Alain Decaux;;1979;;historian;109095370;http://viaf.org/viaf/109095370;http://en.wikipedia.org/wiki/Alain_Decaux;Alain_Decaux;
10;Antoine Godeau;;1634;1672;ecclesiastic and poet;44299480;http://viaf.org/viaf/44299480;http://en.wikipedia.org/wiki/Antoine_Godeau;Antoine_Godeau;
10;Esprit FlŽchier;;1672;1710;ecclesiastic;17222512;http://viaf.org/viaf/17222512;http://en.wikipedia.org/wiki/Esprit_Fl%C3%A9chier;Esprit_FlŽchier;
10;Henri de Nesmond;;1710;1727;ecclesiastic;14761620;http://viaf.org/viaf/14761620;http://en.wikipedia.org/wiki/Henri_de_Nesmond;Henri_de_Nesmond;
10;Jean-Jacques Amelot de Chaillou;;1727;1749;politician;41830807;http://viaf.org/viaf/41830807;http://en.wikipedia.org/wiki/Jean-Jacques_Amelot_de_Chaillou;Jean-Jacques_Amelot_de_Chaillou;
10;Charles Louis Auguste Fouquet;duc de Belle-Isle;1749;1761;politician and soldier;44290770;http://viaf.org/viaf/44290770;http://en.wikipedia.org/wiki/Charles_Louis_Auguste_Fouquet,_duc_de_Belle-Isle;Charles_Louis_Auguste_Fouquet,_duc_de_Belle-Isle;
10;Nicolas-Charles-Joseph Trublet;;1761;1770;ecclesiastic;29634573;http://viaf.org/viaf/29634573;http://en.wikipedia.org/wiki/Nicolas-Charles-Joseph_Trublet;Nicolas-Charles-Joseph_Trublet;
10;Jean Franois de Saint-Lambert;;1770;1793;poet and philosopher;71423453;http://viaf.org/viaf/71423453;http://en.wikipedia.org/wiki/Jean_Fran%C3%A7ois_de_Saint-Lambert;Jean_Franois_de_Saint-Lambert;
10;Hugues-Bernard Maret;duc de Bassano;1803;1815;politician and diplomat;56723166;http://viaf.org/viaf/56723166;http://en.wikipedia.org/wiki/Hugues-Bernard_Maret,_duc_de_Bassano;Hugues-Bernard_Maret,_duc_de_Bassano;
10;Joseph LainŽ;;1816;1835;politician and magistrate;12299395;http://viaf.org/viaf/12299395;http://en.wikipedia.org/wiki/Joseph_Lain%C3%A9;Joseph_LainŽ;
10;Emmanuel Dupaty;;1836;1851;poet and playwright;14769256;http://viaf.org/viaf/14769256;http://en.wikipedia.org/wiki/Emmanuel_Dupaty;Emmanuel_Dupaty;
10;Alfred de Musset;;1852;1857;playwright and poet;54151927;http://viaf.org/viaf/54151927;http://en.wikipedia.org/wiki/Alfred_de_Musset;Alfred_de_Musset;
10;Victor de Laprade;;1858;1883;poet;51790769;http://viaf.org/viaf/51790769;http://en.wikipedia.org/wiki/Victor_de_Laprade;Victor_de_Laprade;
10;Franois CoppŽe;;1884;1908;poet and novelist;46759181;http://viaf.org/viaf/46759181;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Copp%C3%A9e;Franois_CoppŽe;
10;Jean Aicard;;1909;1921;poet and novelist;41835648;http://viaf.org/viaf/41835648;http://en.wikipedia.org/wiki/Jean_Aicard;Jean_Aicard;
10;Camille Jullian;;1924;1933;historian and philologist;44358398;http://viaf.org/viaf/44358398;http://en.wikipedia.org/wiki/Camille_Jullian;Camille_Jullian;
10;LŽon BŽrard;;1934;1960;politician and lawyer;22270737;http://viaf.org/viaf/22270737;http://en.wikipedia.org/wiki/L%C3%A9on_B%C3%A9rard;LŽon_BŽrard;
10;Jean Guitton;;1961;1999;theologian and philosopher;54148637;http://viaf.org/viaf/54148637;http://en.wikipedia.org/wiki/Jean_Guitton;Jean_Guitton;
10;Florence Delay;;2000;;novelist and playwright;109326891;http://viaf.org/viaf/109326891;http://en.wikipedia.org/wiki/Florence_Delay;Florence_Delay;
11;Philippe Habert;;1634;1638;poet;;;http://en.wikipedia.org/wiki/Philippe_Habert;Philippe_Habert;
11;Jacques Esprit;;1639;1678;politician;76422571;http://viaf.org/viaf/76422571;http://en.wikipedia.org/wiki/Jacques_Esprit;Jacques_Esprit;
11;Jacques-Nicolas Colbert;;1678;1707;ecclesiastic;36909612;http://viaf.org/viaf/36909612;http://en.wikipedia.org/wiki/Jacques-Nicolas_Colbert;Jacques-Nicolas_Colbert;
11;Claude-Franois Fraguier;;1707;1728;ecclesiastic;121961211;http://viaf.org/viaf/121961211;http://en.wikipedia.org/wiki/Claude-Fran%C3%A7ois_Fraguier;Claude-Franois_Fraguier;
11;Charles d'OrlŽans de Rothelin;;1728;1744;ecclesiastic;56600502;http://viaf.org/viaf/56600502;http://en.wikipedia.org/wiki/Charles_d%27Orl%C3%A9ans_de_Rothelin;Charles_d'OrlŽans_de_Rothelin;
11;Gabriel Girard;;1744;1748;ecclesiastic;;;http://en.wikipedia.org/wiki/Gabriel_Girard_(priest);Gabriel_Girard_(priest);
11;Marc-Antoine-RenŽ de Voyer d'Argenson de Paulmy;;1748;1787;politician;;;http://en.wikipedia.org/wiki/Marc-Ren%C3%A9_de_Voyer_de_Paulmy_d%27Argenson_(1722%E2%80%931787);Marc-RenŽ_de_Voyer_de_Paulmy_d'Argenson_(1722Ð1787);
11;Henri-Cardin-Jean-Baptiste d'Aguesseau;;1787;1826;politician;;;http://en.wikipedia.org/wiki/Henri-Cardin-Jean-Baptiste_d%27Aguesseau;Henri-Cardin-Jean-Baptiste_d'Aguesseau;
11;Charles Brifaut;;1826;1857;poet and playwright;64002610;http://viaf.org/viaf/64002610;http://en.wikipedia.org/wiki/Charles_Brifaut;Charles_Brifaut;
11;Jules Sandeau;;1858;1883;novelist and playwright;56616138;http://viaf.org/viaf/56616138;http://en.wikipedia.org/wiki/Jules_Sandeau;Jules_Sandeau;
11;Edmond Franois Valentin About;;1884;1885;novelist and playwright;34452092;http://viaf.org/viaf/34452092;http://en.wikipedia.org/wiki/Edmond_Fran%C3%A7ois_Valentin_About;Edmond_Franois_Valentin_About;
11;LŽon Say;;1886;1896;politician and economist;66572769;http://viaf.org/viaf/66572769;http://en.wikipedia.org/wiki/L%C3%A9on_Say;LŽon_Say;
11;Albert Vandal;;1896;1910;historian;12299459;http://viaf.org/viaf/12299459;http://en.wikipedia.org/wiki/Albert_Vandal;Albert_Vandal;
11;Denys Cochin;;1911;1922;politician;41924586;http://viaf.org/viaf/41924586;http://en.wikipedia.org/wiki/Denys_Cochin;Denys_Cochin;
11;Georges Goyau;;1922;1939;historian;41859135;http://viaf.org/viaf/41859135;http://en.wikipedia.org/wiki/Georges_Goyau;Georges_Goyau;
11;Paul Hazard;;1940;1944;historian and philosopher;49226787;http://viaf.org/viaf/49226787;http://en.wikipedia.org/wiki/Paul_Hazard;Paul_Hazard;
11;Maurice Garon;;1946;1967;lawyer, novelist and historian;44407427;http://viaf.org/viaf/44407427;http://en.wikipedia.org/wiki/Maurice_Gar%C3%A7on;Maurice_Garon;
11;Paul Morand;;1968;1976;diplomat, novelist, playwright and poet;32000675;http://viaf.org/viaf/32000675;http://en.wikipedia.org/wiki/Paul_Morand;Paul_Morand;
11;Alain Peyrefitte;;1977;1999;scholar and politician;98116975;http://viaf.org/viaf/98116975;http://en.wikipedia.org/wiki/Alain_Peyrefitte;Alain_Peyrefitte;
11;Gabriel de Broglie;;2001;;historian;68926266;http://viaf.org/viaf/68926266;http://en.wikipedia.org/wiki/Gabriel_de_Broglie;Gabriel_de_Broglie;
12;Germain Habert;;1634;1654;ecclesiastic;22254514;http://viaf.org/viaf/22254514;http://en.wikipedia.org/wiki/Germain_Habert;Germain_Habert;
12;Charles Cotin;;1655;1681;ecclesiastic;64046751;http://viaf.org/viaf/64046751;http://en.wikipedia.org/wiki/Charles_Cotin;Charles_Cotin;
12;Louis de Courcillon;;1682;1723;ecclesiastic and politician;4940621;http://viaf.org/viaf/4940621;http://en.wikipedia.org/wiki/Louis_de_Courcillon;Louis_de_Courcillon;
12;Charles Jean-Baptiste Fleuriau;;1723;1732;politician;;;http://en.wikipedia.org/wiki/Charles_Jean-Baptiste_Fleuriau;Charles_Jean-Baptiste_Fleuriau;
12;Jean Terrasson;;1732;1750;ecclesiastic and philosopher;12315598;http://viaf.org/viaf/12315598;http://en.wikipedia.org/wiki/Jean_Terrasson;Jean_Terrasson;
12;Claude de Thiard de Bissy;;1750;1810;soldier;54265884;http://viaf.org/viaf/54265884;http://en.wikipedia.org/wiki/Claude_de_Thiard_de_Bissy;Claude_de_Thiard_de_Bissy;
12;Joseph-Alphonse EsmŽnard;;1810;1811;politician;71390721;http://viaf.org/viaf/71390721;http://en.wikipedia.org/wiki/Joseph-Alphonse_Esm%C3%A9nard;Joseph-Alphonse_EsmŽnard;
12;Jean Charles Dominique de Lacretelle;;1811;1855;historian;41880817;http://viaf.org/viaf/41880817;http://en.wikipedia.org/wiki/Jean_Charles_Dominique_de_Lacretelle;Jean_Charles_Dominique_de_Lacretelle;
12;Jean-Baptiste Biot;;1856;1862;scientist and mathematician;71428323;http://viaf.org/viaf/71428323;http://en.wikipedia.org/wiki/Jean-Baptiste_Biot;Jean-Baptiste_Biot;
12;Louis de CarnŽ;;1863;1876;historian and politician;205373167;http://viaf.org/viaf/205373167;http://en.wikipedia.org/wiki/Louis_de_Carn%C3%A9;Louis_de_CarnŽ;
12;Charles Blanc;;1876;1882;art critic;54191682;http://viaf.org/viaf/54191682;http://en.wikipedia.org/wiki/Charles_Blanc;Charles_Blanc;
12;ƒdouard Pailleron;;1882;1899;poet and playwright;27099528;http://viaf.org/viaf/27099528;http://en.wikipedia.org/wiki/%C3%89douard_Pailleron;ƒdouard_Pailleron;
12;Paul Hervieu;;1900;1915;novelist and playwright;46777320;http://viaf.org/viaf/46777320;http://en.wikipedia.org/wiki/Paul_Hervieu;Paul_Hervieu;
12;Franois;Vicomte de Curel;1918;1928;playwright;12396099;http://viaf.org/viaf/12396099;http://en.wikipedia.org/wiki/Fran%C3%A7ois,_Vicomte_de_Curel;Franois,_Vicomte_de_Curel;
12;Charles Le Goffic;;1930;1932;novelist and historian;;;http://en.wikipedia.org/wiki/Charles_Le_Goffic;Charles_Le_Goffic;
12;Abel Bonnard;;1932;1945;poet, novelist and politician;24616504;http://viaf.org/viaf/24616504;http://en.wikipedia.org/wiki/Abel_Bonnard;Abel_Bonnard;Expelled for his collaboration with Vichy regime
12;Jules Romains;;1946;1972;novelist, playwright and poet;37053052;http://viaf.org/viaf/37053052;http://en.wikipedia.org/wiki/Jules_Romains;Jules_Romains;
12;Jean d'Ormesson;;1973;;novelist;49229768;http://viaf.org/viaf/49229768;http://en.wikipedia.org/wiki/Jean_d%27Ormesson;Jean_d'Ormesson;
13;Claude Gaspard Bachet de MŽziriac;;1634;1638;grammarian and mathematician;44308893;http://viaf.org/viaf/44308893;http://en.wikipedia.org/wiki/Claude_Gaspard_Bachet_de_M%C3%A9ziriac;Claude_Gaspard_Bachet_de_MŽziriac;
13;Franois de La Mothe Le Vayer;;1639;1672;critic, grammarian and philosopher;7413067;http://viaf.org/viaf/7413067;http://en.wikipedia.org/wiki/Fran%C3%A7ois_de_La_Mothe_Le_Vayer;Franois_de_La_Mothe_Le_Vayer;
13;Jean Racine;;1672;1699;playwright, mathematician, physicist and doctor;88809641;http://viaf.org/viaf/88809641;http://en.wikipedia.org/wiki/Jean_Racine;Jean_Racine;
13;Jean-Baptiste-Henri de Valincour;;1699;1730;historiographer and admiral;51807811;http://viaf.org/viaf/51807811;http://en.wikipedia.org/wiki/Jean-Baptiste-Henri_de_Valincour;Jean-Baptiste-Henri_de_Valincour;
13;Jean-Franois Leriget de La Faye;;1730;1731;politician;66458578;http://viaf.org/viaf/66458578;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Leriget_de_La_Faye;Jean-Franois_Leriget_de_La_Faye;
13;Prosper Jolyot de CrŽbillon;;1731;1762;playwright;93518336;http://viaf.org/viaf/93518336;http://en.wikipedia.org/wiki/Prosper_Jolyot_de_Cr%C3%A9billon;Prosper_Jolyot_de_CrŽbillon;
13;Claude-Henri de FusŽe de Voisenon;;1762;1775;ecclesiastic, playwright and poet;21146;http://viaf.org/viaf/21146;http://en.wikipedia.org/wiki/Claude-Henri_de_Fus%C3%A9e_de_Voisenon;Claude-Henri_de_FusŽe_de_Voisenon;
13;Jean de Dieu-Raymond de CucŽ de Boisgelin;;1776;1804;ecclesiastic;89057625;http://viaf.org/viaf/89057625;http://en.wikipedia.org/wiki/Jean_de_Dieu-Raymond_de_Cuc%C3%A9_de_Boisgelin;Jean_de_Dieu-Raymond_de_CucŽ_de_Boisgelin;
13;Jean-Baptiste Dureau de la Malle;;1804;1807;translator;;;http://en.wikipedia.org/wiki/Jean-Baptiste_Dureau_de_la_Malle;Jean-Baptiste_Dureau_de_la_Malle;
13;Louis-Beno”t Picard;;1807;1828;comedian, poet, novelist and playwright;;;http://en.wikipedia.org/wiki/Louis-Beno%C3%AEt_Picard;Louis-Beno”t_Picard;
13;Antoine-Vincent Arnault;;1829;1834;poet, fabulist and playwright;5029448;http://viaf.org/viaf/5029448;http://en.wikipedia.org/wiki/Antoine-Vincent_Arnault;Antoine-Vincent_Arnault;See also seat 16
13;Eugne Scribe;;1834;1861;playwright;19684263;http://viaf.org/viaf/19684263;http://en.wikipedia.org/wiki/Eug%C3%A8ne_Scribe;Eugne_Scribe;
13;Octave Feuillet;;1862;1890;novelist and playwright;68928998;http://viaf.org/viaf/68928998;http://en.wikipedia.org/wiki/Octave_Feuillet;Octave_Feuillet;
13;Pierre Loti;;1891;1923;novelist and soldier;89440078;http://viaf.org/viaf/89440078;http://en.wikipedia.org/wiki/Pierre_Loti;Pierre_Loti;
13;Paul-Albert Besnard;;1924;1934;painter and engraver;10120679;http://viaf.org/viaf/10120679;http://en.wikipedia.org/wiki/Paul-Albert_Besnard;Paul-Albert_Besnard;
13;Louis Gillet;;1935;1943;historian of art and literature;66467917;http://viaf.org/viaf/66467917;http://en.wikipedia.org/wiki/Louis_Gillet;Louis_Gillet;
13;Paul Claudel;;1946;1955;poet, playwright, novelist and diplomat;100163516;http://viaf.org/viaf/100163516;http://en.wikipedia.org/wiki/Paul_Claudel;Paul_Claudel;
13;Wladimir d'Ormesson;;1956;1973;politician, chronicler and novelist;22277844;http://viaf.org/viaf/22277844;http://en.wikipedia.org/wiki/Wladimir_d%27Ormesson;Wladimir_d'Ormesson;
13;Maurice Schumann;;1974;1998;politician, essayist, journalist, novelist and historian;2476879;http://viaf.org/viaf/2476879;http://en.wikipedia.org/wiki/Maurice_Schumann;Maurice_Schumann;
13;Pierre Messmer;;1999;2007;soldier and politician;4933696;http://viaf.org/viaf/4933696;http://en.wikipedia.org/wiki/Pierre_Messmer;Pierre_Messmer;
13;Simone Veil;;2008;;lawyer and politician;120689047;http://viaf.org/viaf/120689047;http://en.wikipedia.org/wiki/Simone_Veil;Simone_Veil;
14;Franois Maynard;;1634;1646;magistrate and poet;24644820;http://viaf.org/viaf/24644820;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Maynard;Franois_Maynard;
14;Pierre Corneille;;1647;1684;playwright and lawyer;41838293;http://viaf.org/viaf/41838293;http://en.wikipedia.org/wiki/Pierre_Corneille;Pierre_Corneille;
14;Thomas Corneille;;1684;1709;playwright;71400829;http://viaf.org/viaf/71400829;http://en.wikipedia.org/wiki/Thomas_Corneille;Thomas_Corneille;
14;Antoine Houdar de la Motte;;1710;1731;playwright;24611020;http://viaf.org/viaf/24611020;http://en.wikipedia.org/wiki/Antoine_Houdar_de_la_Motte;Antoine_Houdar_de_la_Motte;
14;Michel-Celse-Roger de Bussy-Rabutin;;1732;1736;ecclesiastic;19671536;http://viaf.org/viaf/19671536;http://en.wikipedia.org/wiki/Michel-Celse-Roger_de_Bussy-Rabutin;Michel-Celse-Roger_de_Bussy-Rabutin;
14;ƒtienne LaurŽault de Foncemagne;;1736;1779;ecclesiastic;7381775;http://viaf.org/viaf/7381775;http://en.wikipedia.org/wiki/%C3%89tienne_Laur%C3%A9ault_de_Foncemagne;ƒtienne_LaurŽault_de_Foncemagne;
14;Michel Paul Guy de Chabanon;;1779;1792;playwright;24696898;http://viaf.org/viaf/24696898;http://en.wikipedia.org/wiki/Michel_Paul_Guy_de_Chabanon;Michel_Paul_Guy_de_Chabanon;
14;Jacques-AndrŽ Naigeon;;1803;1810;encyclopaedist;;;http://en.wikipedia.org/wiki/Jacques-Andr%C3%A9_Naigeon;Jacques-AndrŽ_Naigeon;
14;NŽpomucne Lemercier;;1810;1840;poet and playwright;2473387;http://viaf.org/viaf/2473387;http://en.wikipedia.org/wiki/N%C3%A9pomuc%C3%A8ne_Lemercier;NŽpomucne_Lemercier;
14;Victor Hugo;;1841;1885;poet, playwright and novelist;9847974;http://viaf.org/viaf/9847974;http://en.wikipedia.org/wiki/Victor_Hugo;Victor_Hugo;
14;Leconte de Lisle;;1886;1894;poet and playwright;64008239;http://viaf.org/viaf/64008239;http://en.wikipedia.org/wiki/Leconte_de_Lisle;Leconte_de_Lisle;
14;Henry Houssaye;;1894;1911;historian and novelist;51690990;http://viaf.org/viaf/51690990;http://en.wikipedia.org/wiki/Henry_Houssaye;Henry_Houssaye;
14;Hubert Lyautey;;1912;1934;soldier;51692585;http://viaf.org/viaf/51692585;http://en.wikipedia.org/wiki/Hubert_Lyautey;Hubert_Lyautey;
14;Louis Franchet d'Esprey;;1934;1942;politician and soldier;;;http://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey;Louis_Franchet_d'Esprey;
14;Robert d'Harcourt;;1946;1965;literary historian and essayist;99351792;http://viaf.org/viaf/99351792;http://en.wikipedia.org/wiki/Robert_d%27Harcourt;Robert_d'Harcourt;
14;Jean Mistler;;1966;1988;novelist, essayist, literary historian, music critic and politician;76320262;http://viaf.org/viaf/76320262;http://en.wikipedia.org/wiki/Jean_Mistler;Jean_Mistler;
14;HŽlne Carrre d'Encausse;;1990;;historian;82672458;http://viaf.org/viaf/82672458;http://en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Carr%C3%A8re_d%27Encausse;HŽlne_Carrre_d'Encausse;
15;Guillaume Bautru;;1634;1665;politician;54157886;http://viaf.org/viaf/54157886;http://en.wikipedia.org/wiki/Guillaume_Bautru;Guillaume_Bautru;
15;Jacques Testu de Belval;;1665;1706;ecclesiastic and poet;230064699;http://viaf.org/viaf/230064699;http://en.wikipedia.org/wiki/Jacques_Testu_de_Belval;Jacques_Testu_de_Belval;
15;Franois-Joseph de Beaupoil de Sainte-Aulaire;;1706;1742;soldier and poet;63996902;http://viaf.org/viaf/63996902;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Joseph_de_Beaupoil_de_Sainte-Aulaire;Franois-Joseph_de_Beaupoil_de_Sainte-Aulaire;
15;Jean-Jacques d'Ortous de Mairan;;1743;1771;physicist and mathematician;25409673;http://viaf.org/viaf/25409673;http://en.wikipedia.org/wiki/Jean-Jacques_d%27Ortous_de_Mairan;Jean-Jacques_d'Ortous_de_Mairan;
15;Franois Arnaud;;1771;1784;ecclesiastic;66513672;http://viaf.org/viaf/66513672;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Arnaud_(ecclesiastic);Franois_Arnaud_(ecclesiastic);
15;Gui-Jean-Baptiste Target;;1785;1806;magistrate;29577576;http://viaf.org/viaf/29577576;http://en.wikipedia.org/wiki/Gui-Jean-Baptiste_Target;Gui-Jean-Baptiste_Target;
15;Jean-Sifrein Maury;;1806-1816;;ecclesiastic and politician;34475151;http://viaf.org/viaf/34475151;http://en.wikipedia.org/wiki/Jean-Sifrein_Maury;Jean-Sifrein_Maury;Excluded by ordinance, see also seat 8
15;Franois-Xavier-Marc-Antoine de Montesquiou-FŽzensac;;1816;1832;ecclesiastic and politician;56619340;http://viaf.org/viaf/56619340;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Xavier-Marc-Antoine_de_Montesquiou-F%C3%A9zensac;Franois-Xavier-Marc-Antoine_de_Montesquiou-FŽzensac;
15;Antoine Jay;;1832;1854;politician;51691262;http://viaf.org/viaf/51691262;http://en.wikipedia.org/wiki/Antoine_Jay;Antoine_Jay;
15;Ustazade Silvestre de Sacy;;1854;1879;literary critic;29658127;http://viaf.org/viaf/29658127;http://en.wikipedia.org/wiki/Ustazade_Silvestre_de_Sacy;Ustazade_Silvestre_de_Sacy;
15;Eugne Marin Labiche;;1880;1888;playwright and novelist;24603591;http://viaf.org/viaf/24603591;http://en.wikipedia.org/wiki/Eug%C3%A8ne_Marin_Labiche;Eugne_Marin_Labiche;
15;Henri Meilhac;;1888;1897;playwright;14773715;http://viaf.org/viaf/14773715;http://en.wikipedia.org/wiki/Henri_Meilhac;Henri_Meilhac;
15;Henri Lavedan;;1898;1940;playwright and novelist;39479635;http://viaf.org/viaf/39479635;http://en.wikipedia.org/wiki/Henri_Lavedan;Henri_Lavedan;
15;Ernest Seillire;;1946;1955;historian of literature and of philosophy, and essayist;109133685;http://viaf.org/viaf/109133685;http://en.wikipedia.org/wiki/Ernest_Seilli%C3%A8re;Ernest_Seillire;
15;AndrŽ Chamson;;1956;1983;novelist, essayist and historian;97727729;http://viaf.org/viaf/97727729;http://en.wikipedia.org/wiki/Andr%C3%A9_Chamson;AndrŽ_Chamson;
15;Fernand Braudel;;1984;1985;historian of civilisations;9843788;http://viaf.org/viaf/9843788;http://en.wikipedia.org/wiki/Fernand_Braudel;Fernand_Braudel;
15;Jacques Laurent;;1986;2000;novelist, essayist and journalist;110189726;http://viaf.org/viaf/110189726;http://en.wikipedia.org/wiki/Jacques_Laurent;Jacques_Laurent;
15;FrŽdŽric Vitoux;;2001;;writer and journalist;;;http://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Vitoux_(writer);FrŽdŽric_Vitoux_(writer);
16;Jean Sirmond;;1634;1649;historiographer;7438501;http://viaf.org/viaf/7438501;http://en.wikipedia.org/wiki/Jean_Sirmond;Jean_Sirmond;
16;Jean de Montereul;;1649;1651;ecclesiastic;71382556;http://viaf.org/viaf/71382556;http://en.wikipedia.org/wiki/Jean_de_Montereul;Jean_de_Montereul;
16;Franois Tallemant l'A”nŽ;;1651;1693;ecclesiastic;;;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Tallemant_the_Elder;Franois_Tallemant_the_Elder;
16;Simon de la Loubre;;1693;1729;diplomat and poet;19707236;http://viaf.org/viaf/19707236;http://en.wikipedia.org/wiki/Simon_de_la_Loub%C3%A8re;Simon_de_la_Loubre;
16;Claude Sallier;;1729;1761;ecclesiastic and philologist;29524057;http://viaf.org/viaf/29524057;http://en.wikipedia.org/wiki/Claude_Sallier;Claude_Sallier;
16;Jean-Gilles du Co‘tlosquet;;1761;1784;ecclesiastic;19818282;http://viaf.org/viaf/19818282;http://en.wikipedia.org/wiki/Jean-Gilles_du_Co%C3%ABtlosquet;Jean-Gilles_du_Co‘tlosquet;
16;Anne-Pierre;marquis de Montesquiou-FŽzensac;1784;1793;politician;9963490;http://viaf.org/viaf/9963490;http://en.wikipedia.org/wiki/Anne-Pierre,_marquis_de_Montesquiou-F%C3%A9zensac;Anne-Pierre,_marquis_de_Montesquiou-FŽzensac;
16;Antoine-Vincent Arnault;;1803;;, poet, fabulist and playwright;5029448;http://viaf.org/viaf/5029448;http://en.wikipedia.org/wiki/Antoine-Vincent_Arnault;Antoine-Vincent_Arnault;Excluded by ordinance 1816, re-elected in 1829 to seat 13
